Track Name,Artist,Streams
Bad Liar,Selena Gomez,4297115
iSpy (feat. Lil Yachty),KYLE,4254386
Passionfruit,Drake,4242690
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,4182470
Slide (feat. Frank Ocean & Migos),Calvin Harris,4170596
Malibu,Miley Cyrus,3896365
BUTTERFLY EFFECT,Travis Scott,3797130
Slow Hands,Niall Horan,3762656
There's Nothing Holdin' Me Back,Shawn Mendes,3717087
Portland,Drake,3678667
Thunder,Imagine Dragons,3571342
Rollin,Calvin Harris,3487251
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3463292
There for You,Martin Garrix,3437293
Despacito (Featuring Daddy Yankee),Luis Fonsi,3402935
Tunnel Vision,Kodak Black,3351984
Gyalchester,Drake,3296167
Something Just Like This,The Chainsmokers,3291463
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,3283416
It's A Vibe,2 Chainz,3242186
Issues,Julia Michaels,3237341
It Ain't Me (with Selena Gomez),Kygo,3105585
Bounce Back,Big Sean,3066019
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2829796
Look At Me!,XXXTENTACION,2748205
Crying in the Club,Camila Cabello,2674981
wokeuplikethis*,Playboi Carti,2600201
No Promises (feat. Demi Lovato),Cheat Codes,2569515
Bad and Boujee (feat. Lil Uzi Vert),Migos,2559425
Swang,Rae Sremmurd,2518363
Green Light,Lorde,2480644
T-Shirt,Migos,2476198
Say You Won't Let Go,James Arthur,2468345
Good Drank,2 Chainz,2445404
Homemade Dynamite,Lorde,2434519
Sign of the Times,Harry Styles,2409848
Closer,The Chainsmokers,2363335
Love Galore (feat. Travis Scott),SZA,2335381
Down,Fifth Harmony,2317800
Fake Love,Drake,2315763
do re mi,blackbear,2301047
I Like Me Better,Lauv,2275205
Rolex,Ayo & Teo,2262775
ELEMENT.,Kendrick Lamar,2257787
Supercut,Lorde,2246648
Perfect Places,Lorde,2246317
Most Girls,Hailee Steinfeld,2227215
Sober,Lorde,2224680
Symphony (feat. Zara Larsson),Clean Bandit,2219934
Swish Swish,Katy Perry,2215197
The Cure,Lady Gaga,2206736
First Day Out,Tee Grizzley,2182215
Relationship (feat. Future),Young Thug,2177668
Met Gala (feat. Offset),Gucci Mane,2154179
Mama,Jonas Blue,2153281
First Time,Kygo,2147345
The Louvre,Lorde,2146014
To the Max,DJ Khaled,2112710
Broccoli (feat. Lil Yachty),DRAM,2094869
More Than You Know,Axwell /\ Ingrosso,2084438
Starboy,The Weeknd,2049062
Your Song,Rita Ora,2028053
Bad At Love,Halsey,1973216
One Dance,Drake,1958222
Liability,Lorde,1948155
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1922421
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1920071
OG Kush Diet,2 Chainz,1896735
Up,NAV,1859213
White Iverson,Post Malone,1845769
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,1830502
Hard Feelings/Loveless,Lorde,1810163
Nights With You,MØ,1778360
Money Longer,Lil Uzi Vert,1778091
Hurricane,Luke Combs,1776344
pick up the phone,Young Thug,1770706
Caroline,Aminé,1759733
Losin Control,Russ,1751416
Paris,The Chainsmokers,1745336
Congratulations - Remix,Post Malone,1739273
I Feel It Coming,The Weeknd,1732784
Go Flex,Post Malone,1709776
No Vacancy,OneRepublic,1696673
Neighbors,J. Cole,1690130
PRBLMS,6LACK,1656377
beibs in the trap,Travis Scott,1654276
You Was Right,Lil Uzi Vert,1646927
Writer In The Dark,Lorde,1638133
Selfish (feat. Rihanna),Future,1622415
Whatever It Takes,Imagine Dragons,1620541
Felices los 4,Maluma,1617958
X (feat. Future),21 Savage,1616955
24K Magic,Bruno Mars,1614270
Everyday We Lit (feat. PnB Rock),YFN Lucci,1603764
Sober II (Melodrama),Lorde,1595181
In Case You Didn't Know,Brett Young,1586093
No Role Modelz,J. Cole,1557458
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,1556842
Mask Off - Remix,Future,1553697
Moves,Big Sean,1540845
Everybody,Logic,1528197
Reminding Me,Shawn Hook,1521922
Young Dumb & Broke,Khalid,1521910
Low Life,Future,1518986
Quit (feat. Ariana Grande),Cashmere Cat,1517353
Jump Out The Window,Big Sean,1514811
Trap Paris (feat. Quavo & Ty Dolla $ign),Machine Gun Kelly,1505188
Black Beatles,Rae Sremmurd,1501892
Castle on the Hill,Ed Sheeran,1481351
Big Amount,2 Chainz,1473267
Starving,Hailee Steinfeld,1466470
Don't Let Me Down,The Chainsmokers,1465482
Trap Check,2 Chainz,1463617
Run Me Dry,Bryson Tiller,1459169
Myself,NAV,1454406
What They Want,Russ,1447100
Both (feat. Drake),Gucci Mane,1444138
From The D To The A (feat. Lil Yachty),Tee Grizzley,1428957
"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,1423810
XXX. FEAT. U2.,Kendrick Lamar,1423011
Candy Paint,Post Malone,1414069
Weak,AJR,1413252
Feel It Still,Portugal. The Man,1411809
Can I Be Him,James Arthur,1409300
The Night We Met,Lord Huron,1409033
Don't,Bryson Tiller,1387702
Blue Cheese,2 Chainz,1383082
Skateboard P (feat. Big Sean),MadeinTYO,1377947
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,1371887
Get Right Witcha,Migos,1366430
Love On The Brain,Rihanna,1364544
Patty Cake,Kodak Black,1348219
Galway Girl,Ed Sheeran,1348209
Do Not Disturb,Drake,1345079
Chill Bill,Rob $tone,1341214
Flex Like Ouu,Lil Pump,1339326
"God, Your Mama, And Me",Florida Georgia Line,1337749
Reminder,The Weeknd,1329713
Exchange,Bryson Tiller,1325448
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1307721
Selfish,PnB Rock,1306844
Realize,2 Chainz,1289282
What Ifs,Kane Brown,1287162
No Heart,21 Savage,1280911
Uh Huh,Julia Michaels,1258828
Scared to Be Lonely,Martin Garrix,1255964
Peek A Boo,Lil Yachty,1248305
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1244770
Teenage Fever,Drake,1241233
Some Way,NAV,1239188
Small Town Boy,Dustin Lynch,1232925
Escápate Conmigo,Wisin,1231073
High Without Your Love,Loote,1230155
Liability (Reprise),Lorde,1229446
Craving You,Thomas Rhett,1229321
Saved,Khalid,1225622
Bad Things (with Camila Cabello),Machine Gun Kelly,1218585
Heathens,Twenty One Pilots,1207648
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,1196276
Side To Side,Ariana Grande,1191143
No Flockin,Kodak Black,1189371
H.O.L.Y.,Florida Georgia Line,1186629
Panda,Desiigner,1185353
Party Monster,The Weeknd,1184330
Ride,Twenty One Pilots,1184137
"How Far I'll Go - From ""Moana""",Alessia Cara,1183661
Too Many Years,Kodak Black,1183234
Ex Calling,6LACK,1180936
May We All,Florida Georgia Line,1178417
Gassed Up,Nebu Kiniza,1166312
Erase Your Social,Lil Uzi Vert,1163813
YAH.,Kendrick Lamar,1162416
Do What I Want,Lil Uzi Vert,1156335
All Mine,Kanye West,15792629
Ghost Town,Kanye West,13527840
Yikes,Kanye West,13165232
Lucid Dreams,Juice WRLD,11957949
Nice For What,Drake,10489715
Wouldn't Leave,Kanye West,10139114
Yes Indeed,Lil Baby,10110671
I Thought About Killing You,Kanye West,9503189
Violent Crimes,Kanye West,9491374
Better Now,Post Malone,9314033
No Mistakes,Kanye West,8773808
I Like It,Cardi B,8430106
Psycho (feat. Ty Dolla $ign),Post Malone,7902801
This Is America,Childish Gambino,7606188
God's Plan,Drake,7579426
I'm Upset,Drake,7201826
Look Alive (feat. Drake),BlocBoy JB,6555677
All Girls Are The Same,Juice WRLD,5850926
Girls Like You (feat. Cardi B),Maroon 5,5686217
Taste (feat. Offset),Tyga,5556732
rockstar (feat. 21 Savage),Post Malone,5530562
Back To You,Selena Gomez,5363011
SAD!,XXXTENTACION,5091216
Plug Walk,Rich The Kid,5026890
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,5015125
no tears left to cry,Ariana Grande,4919404
Ric Flair Drip (& Metro Boomin),Offset,4871461
Ball For Me (feat. Nicki Minaj),Post Malone,4720539
lovely (with Khalid),Billie Eilish,4689213
Playinwitme (feat. Kehlani),KYLE,4663429
Walk It Talk It,Migos,4523674
Youngblood,5 Seconds of Summer,4513027
Paranoid,Post Malone,4492405
OTW,Khalid,4437503
Love Lies (with Normani),Khalid,4265037
Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,4178108
JAPAN,Famous Dex,4148552
Spoil My Night (feat. Swae Lee),Post Malone,4117490
I Fall Apart,Post Malone,4104481
Shoota (feat. Lil Uzi Vert),Playboi Carti,4078960
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4063266
Candy Paint,Post Malone,3979873
Stay,Post Malone,3915791
Call Out My Name,The Weeknd,3878359
One Kiss (with Dua Lipa),Calvin Harris,3866945
Rich & Sad,Post Malone,3839368
Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,3798611
KOD,J. Cole,3721651
Te Boté - Remix,Nio Garcia,3644079
TATI,6ix9ine,3581325
New Light,John Mayer,3423036
Freaky Friday (feat. Chris Brown),Lil Dicky,3392110
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,3326807
The Middle,Zedd,3304156
All The Stars (with SZA),Kendrick Lamar,3281261
Mine,Bazzi,3252305
Youth feat. Khalid,Shawn Mendes,3244681
In My Blood,Shawn Mendes,3160738
Solo (feat. Demi Lovato),Clean Bandit,3152692
XO TOUR Llif3,Lil Uzi Vert,2978399
Champion (feat. Travis Scott),NAV,2952896
FRIENDS,Marshmello,2906277
92 Explorer,Post Malone,2893105
Over Now,Post Malone,2870237
Stir Fry,Migos,2860320
Be Careful,Cardi B,2788054
PICK IT UP (feat. A$AP Rocky),Famous Dex,2750556
FAKE LOVE,BTS,2723398
Moonlight,XXXTENTACION,2710843
Heaven,Kane Brown,2706632
Congratulations,Post Malone,2692422
Zack And Codeine,Post Malone,2631846
Red Roses (feat. Landon Cube),Lil Skies,2611416
Simple,Florida Georgia Line,2584447
HUMBLE.,Kendrick Lamar,2574595
Nervous,Shawn Mendes,2564007
Somebody,The Chainsmokers,2528315
Jackie Chan,Tiësto,2512013
Takin' Shots,Post Malone,2475237
Same Bitches (feat. G-Eazy & YG),Post Malone,2458655
Chun-Li,Nicki Minaj,2458101
Esskeetit,Lil Pump,2446093
goosebumps,Travis Scott,2402086
Young Dumb & Broke,Khalid,2376446
Lust,Lil Skies,2372240
1942,G-Eazy,2345845
Jocelyn Flores,XXXTENTACION,2326269
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,2321234
Boo'd Up,Ella Mai,2290162
Nowadays (feat. Landon Cube),Lil Skies,2287603
Havana (feat. Young Thug),Camila Cabello,2284191
Plain Jane,A$AP Ferg,2249771
X,Nicky Jam,2244447
Location,Khalid,2198201
2002,Anne-Marie,2188604
Kevin’s Heart,J. Cole,2181826
Bank Account,21 Savage,2164875
Lean Wit Me,Juice WRLD,2150163
Tequila,Dan + Shay,2142932
If You Know You Know,Pusha T,2120746
"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2118266
Everyday,Logic,2084849
Otherside,Post Malone,2070089
Outside Today,YoungBoy Never Broke Again,2066226
Bounce Out With That,YBN Nahmir,2065001
Nevermind,Dennis Lloyd,2048953
BUTTERFLY EFFECT,Travis Scott,2035266
LOVE. FEAT. ZACARI.,Kendrick Lamar,2035247
Fuck Love (feat. Trippie Redd),XXXTENTACION,2023498
Bodak Yellow,Cardi B,2019235
New Freezer (feat. Kendrick Lamar),Rich The Kid,2011708
Never Be the Same,Camila Cabello,2009900
Bartier Cardi (feat. 21 Savage),Cardi B,1983385
Betrayed,Lil Xan,1975791
Pray For Me (with Kendrick Lamar),The Weeknd,1966627
Audio,Sia,1927269
Motiv8,J. Cole,1923443
1-800-273-8255,Logic,1908729
Silence,Marshmello,1904960
IDGAF,Dua Lipa,1898639
Start Again (feat. Logic),OneRepublic,1895441
Blame It On Me,Post Malone,1892909
You Make It Easy,Jason Aldean,1892232
Thunder,Imagine Dragons,1887473
No Limit,G-Eazy,1887098
Marry Me,Thomas Rhett,1873837
changes,XXXTENTACION,1865345
Creeping (feat. Rich the Kid),Lil Skies,1862878
Give Yourself A Try,The 1975,1849130
Sugar Wraith,Post Malone,1847765
Singles You Up,Jordan Davis,1845902
Redbone,Childish Gambino,1844276
MotorSport,Migos,1843499
Wanted You (feat. Lil Uzi Vert),NAV,1821160
Sky Walker (feat. Travis Scott),Miguel,1815510
Life Goes On,Lil Baby,1811136
Finesse - Remix; feat. Cardi B,Bruno Mars,1807399
Unforgettable,French Montana,1801366
Beautiful Crazy,Luke Combs,1799930
Delicate,Taylor Swift,1789707
I Know You (feat. Yung Pinch),Lil Skies,1783659
New Rules,Dua Lipa,1783236
When It Rains It Pours,Luke Combs,1781584
I Do (feat. SZA),Cardi B,1781422
Believer,Imagine Dragons,1773590
Done for Me (feat. Kehlani),Charlie Puth,1770295
I Like Me Better,Lauv,1759966
One Number Away,Luke Combs,1741688
I Get The Bag (feat. Migos),Gucci Mane,1738984
No Role Modelz,J. Cole,1734659
Let You Down,NF,1726485
ATM,J. Cole,1717556
Perfect,Ed Sheeran,1715400
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,1713725
The Night We Met,Lord Huron,1705602
Body Like A Back Road,Sam Hunt,1696656
Drip (feat. Migos),Cardi B,1694889
The Games We Play,Pusha T,1693159
Codeine Dreaming (feat. Lil Wayne),Kodak Black,1684738
Remind Me to Forget,Kygo,1672583
Lost In Japan,Shawn Mendes,1672419
Go Flex,Post Malone,1666799
Africa,Toto,1655420
I'll Be There,Jess Glynne,1651220
White Iverson,Post Malone,1635446
1985 - Intro to “The Fall Off”,J. Cole,1628836
Flames,David Guetta,1607623
Clout (feat. 21 Savage),Ty Dolla $ign,1606800
Shape of You,Ed Sheeran,1597531
Rubbin Off The Paint,YBN Nahmir,1596357
Guatemala - From Swaecation,Rae Sremmurd,1592184
Hurricane,Luke Combs,1587288
Whatever It Takes,Imagine Dragons,1584120
What Would Meek Do?,Pusha T,1577298
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,1574388
Sorry Not Sorry,Demi Lovato,1548302
Sangria Wine,Pharrell Williams,1537914
DNA.,Kendrick Lamar,1523059
What Ifs,Kane Brown,1514194
Humility (feat. George Benson),Gorillaz,1506256
Programs,Mac Miller,1496460
Everybody Dies In Their Nightmares,XXXTENTACION,1496189
Lift Yourself,Kanye West,1495960
GOTTI,6ix9ine,1494649
Jettski Grizzley (feat. Lil Pump),Tee Grizzley,1479769
Passionfruit,Drake,1468671
All on Me,Devin Dawson,1458488
ocean eyes,Billie Eilish,1447749
Familiar,Liam Payne,1438336
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,1427219
One Dance,Drake,1423359
Jump (with Trippie Redd),Julia Michaels,1422987
Losin Control,Russ,1422081
Love Galore (feat. Travis Scott),SZA,1420813
A$AP Forever REMIX,A$AP Rocky,1420339
I Wanna Know (feat. Bea Miller),NOTD,1410904
Roll In Peace (feat. XXXTENTACION),Kodak Black,1407118
Say You Won't Let Go,James Arthur,1406439
Yours,Russell Dickerson,1401552
Wait,Maroon 5,1400813
"thank u, next",Ariana Grande,16452520
Mo Bamba,Sheck Wes,10937622
SICKO MODE,Travis Scott,10805665
Drip Too Hard (Lil Baby & Gunna),Lil Baby,9625231
ZEZE (feat. Travis Scott & Offset),Kodak Black,9469095
BAD!,XXXTENTACION,8913827
Without Me,Halsey,8573851
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,7906019
Lucid Dreams,Juice WRLD,6834574
Armed And Dangerous,Juice WRLD,6364781
Wake Up in the Sky,Gucci Mane,6336729
when the party's over,Billie Eilish,5851588
Happier,Marshmello,5840670
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,5693041
Topanga,Trippie Redd,5488076
SAD!,XXXTENTACION,5485002
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,5345972
Better,Khalid,5324453
MIA (feat. Drake),Bad Bunny,5321672
Leave Me Alone,Flipp Dinero,5278639
Moonlight,XXXTENTACION,5138395
10 Freaky Girls (with 21 Savage),Metro Boomin,4963376
Better Now,Post Malone,4851392
Nonstop,Drake,4819350
Falling Down - Bonus Track,Lil Peep,4716674
Money,Cardi B,4515460
Fine China,Future,4423883
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,4287480
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,4273828
Taste (feat. Offset),Tyga,4115467
Yes Indeed,Lil Baby,3968671
Jocelyn Flores,XXXTENTACION,3956838
Don't Come Out The House (with 21 Savage),Metro Boomin,3956004
lovely (with Khalid),Billie Eilish,3934494
Eastside (with Halsey & Khalid),benny blanco,3789922
All I Want for Christmas Is You,Mariah Carey,3768913
1400 / 999 Freestyle,Trippie Redd,3748911
Shallow,Lady Gaga,3680834
Space Cadet (feat. Gunna),Metro Boomin,3615204
breathin,Ariana Grande,3595976
Take One,Kodak Black,3581991
Bohemian Rhapsody - Remastered 2011,Queen,3550008
Ruin My Life,Zara Larsson,3534727
REEL IT IN,Aminé,3523877
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,3520266
Fuck Love (feat. Trippie Redd),XXXTENTACION,3515693
All Girls Are The Same,Juice WRLD,3425328
I Love It (& Lil Pump),Kanye West,3396797
In My Feelings,Drake,3379239
No Stylist,French Montana,3296982
Noticed,Lil Mosey,3279027
Bad Liar,Imagine Dragons,3210821
Lean Wit Me,Juice WRLD,3148313
Happy Now,Kygo,3083461
I Fall Apart,Post Malone,3067341
I Like It,Cardi B,3065619
changes,XXXTENTACION,3060089
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,3048270
High Hopes,Panic! At The Disco,3037818
rockstar (feat. 21 Savage),Post Malone,3036536
Youngblood,5 Seconds of Summer,2986191
idontwannabeyouanymore,Billie Eilish,2960649
Psycho (feat. Ty Dolla $ign),Post Malone,2949226
God is a woman,Ariana Grande,2936954
New Patek,Lil Uzi Vert,2889571
Beach House,The Chainsmokers,2799609
Woman Like Me (feat. Nicki Minaj),Little Mix,2792570
Natural,Imagine Dragons,2783080
God's Plan,Drake,2773729
Girls Like You (feat. Cardi B),Maroon 5,2681956
no tears left to cry,Ariana Grande,2612079
WORKIN ME,Quavo,2593572
Everybody Dies In Their Nightmares,XXXTENTACION,2573739
Beautiful (feat. Camila Cabello),Bazzi,2543401
STARGAZING,Travis Scott,2540763
YOSEMITE,Travis Scott,2539691
Lucky You (feat. Joyner Lucas),Eminem,2534571
ocean eyes,Billie Eilish,2526300
Look Alive (feat. Drake),BlocBoy JB,2524024
Uproar,Lil Wayne,2501615
Mona Lisa (feat. Kendrick Lamar),Lil Wayne,2488764
Rockin' Around The Christmas Tree - Single Version,Brenda Lee,2449810
Ric Flair Drip (& Metro Boomin),Offset,2435616
Trip,Ella Mai,2420795
XO TOUR Llif3,Lil Uzi Vert,2405269
This Feeling (feat. Kelsea Ballerini),The Chainsmokers,2393895
Nice For What,Drake,2344841
I Found You (with Calvin Harris),benny blanco,2309228
Wasted (feat. Lil Uzi Vert),Juice WRLD,2263813
Suncity (feat. Empress Of),Khalid,2262996
Kamikaze,Lil Mosey,2242755
Jingle Bell Rock,Bobby Helms,2241167
Love Lies (with Normani),Khalid,2227916
Casper,Takeoff,2200527
Sweet but Psycho,Ava Max,2195638
SLOW DANCING IN THE DARK,Joji,2188348
Love Scars 3,Trippie Redd,2184924
Hope,XXXTENTACION,2170286
Plug Walk,Rich The Kid,2168344
Look At Me!,XXXTENTACION,2137470
bellyache,Billie Eilish,2132547
goosebumps,Travis Scott,2116885
Congratulations,Post Malone,2111868
STOOPID,6ix9ine,2111864
It's the Most Wonderful Time of the Year,Andy Williams,2109766
Santa Tell Me,Ariana Grande,2101961
Kiss and Make Up,Dua Lipa,2086670
Close Friends (Lil Baby & Gunna),Lil Baby,2062360
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2061027
the remedy for a broken heart (why am I so in love),XXXTENTACION,2051219
Another One Bites The Dust - Remastered 2011,Queen,2047125
Don't Stop Me Now - Remastered,Queen,2043761
Lust,Lil Skies,2026767
I'm Not Goin' (feat. Kevin Gates),Gucci Mane,1994453
Always Remember Us This Way,Lady Gaga,1991248
you should see me in a crown,Billie Eilish,1973666
I Like Me Better,Lauv,1969050
Hard Work Pays Off,Future,1967664
Speechless,Dan + Shay,1961896
Te Boté - Remix,Nio Garcia,1959699
Somebody To Love - Remastered 2011,Queen,1947481
Last Christmas,Wham!,1938138
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1928462
Dip (feat. Nicki Minaj),Tyga,1926687
Taking A Walk,Trippie Redd,1914385
Hurts Like Hell (feat. Offset),Madison Beer,1882408
HUMBLE.,Kendrick Lamar,1865954
Young Dumb & Broke,Khalid,1863980
Be Alright,Dean Lewis,1863753
Waste It On Me (feat. BTS),Steve Aoki,1862992
Nowadays (feat. Landon Cube),Lil Skies,1853216
Roll In Peace (feat. XXXTENTACION),Kodak Black,1850488
Walk It Talk It,Migos,1843939
Mine,Bazzi,1836746
come out and play,Billie Eilish,1836621
Killshot,Eminem,1821499
Self Care,Mac Miller,1816718
Legends,Juice WRLD,1811638
Tequila,Dan + Shay,1811502
Candy Paint,Post Malone,1803041
The Middle,Zedd,1774981
Best Part (feat. Daniel Caesar),H.E.R.,1774512
Mistletoe,Justin Bieber,1757794
JAPAN,Famous Dex,1757687
Black & White,Juice WRLD,1756507
Walk,Comethazine,1750824
Drew Barrymore,Bryce Vine,1738670
Murder On My Mind,YNW Melly,1735212
Last Memory,Takeoff,1733037
FeRRis WhEEL (feat. Trippie Redd),Tory Lanez,1730629
Marry Me,Thomas Rhett,1730474
Location,Khalid,1723952
bitches broken hearts,Billie Eilish,1687825
It's Beginning to Look a Lot Like Christmas,Michael Bublé,1686851
Let You Love Me,Rita Ora,1683184
Negative Energy,Trippie Redd,1683142
Under Pressure - Remastered,Queen,1670926
Shake It Up,Trippie Redd,1668584
Beautiful Crazy,Luke Combs,1657160
Tints (feat. Kendrick Lamar),Anderson .Paak,1654381
BUTTERFLY EFFECT,Travis Scott,1654157
Believer,Imagine Dragons,1651203
Thunder,Imagine Dragons,1646374
Let You Down,NF,1630991
OTW,Khalid,1626672
Sin (feat. Jaden Smith),Young Thug,1599976
Red Roses (feat. Landon Cube),Lil Skies,1593916
Overdue (with Travis Scott),Metro Boomin,1592249
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1592219
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1584065
